gene,undifferentiated,differentiated
Eya4,5,5
Rasgrf2,6,4
Hkdc1,5,5
Dlx5,6,4
Spata2l,1,9
Irx3,9,1
Lce3a,5,5
Cimap2,8,2
Arl5c,5,5
Tbc1d10c,6,4
A030005L19Rik,9,1
Gm43552,5,5
Tmem47,6,4
Tm6sf2,7,3
Tmem102,4,6
Hsd17b1,8,2
Dcdc2b,6,4
Msantd1,7,3
Adra1b,6,4
Pnma5,6,4
Cux2,10,0
Ajuba,6,4
Tcerg1l,6,4
Med12l,7,3
Tlr2,9,1
Isoc2b,5,5
Selenov,4,6
Asdurf,5,5
Iho1,4,6
Tmod4,7,3
Cimip3,5,5
Prox2,6,4
Pde11a,9,1
Lbp,1,9
Cxcl10,5,5
Saxo4,6,4
Samd9l,7,3
Atp6v1g2,8,2
Gm49342,8,2
Vmn1r139,5,5
Gm45844,4,5
H2bc18,6,4
Gm45692,4,5
Hyal3,6,4
Pet117,6,4
Zfp1009,7,3
Rasl2-9,5,4
H2-Q2,8,1
Sphk1,3,6
Pnp2,5,4
F8,6,3
2810408A11Rik,6,3
Prkcg,5,4
1700102P08Rik,2,7
Snai2,8,1
Pasd1,4,5
Xrra1,3,6
Lpxn,4,5
Muc3a,6,3
Gm49355,6,3
Tulp2,5,4
Wfdc3,3,6
Lxn,6,3
Dok2,4,5
Car5b,6,3
Zap70,8,1
Msln,4,5
Ncf2,5,4
Zfp663,5,4
Tmem30c,7,2
Gm10643,5,4
Krtcap3,8,1
Itgb2,2,7
Myo1a,6,3
Kcnh1,6,3
Aspdh,8,1
Smim24,5,4
Lpar1,6,3
Popdc2,0,9
Cdh13,4,5
Togaram2,4,5
Sorl1,8,1
Kcnn2,6,3
Magi2,7,2
Drc3,4,5
Ptgis,4,5
Bmpr1b,6,3
Ccdc65,3,6
Naprt,8,1
Cplane2,5,4
Arhgap30,4,5
Grik1,4,5
Apold1,7,2
Piwil2,2,7
Krt10,6,3
Rln1,5,4
Zbtb32,7,2
Odad3,4,5
Cfap20dc,3,6
Mlxipl,5,4
Mchr1,5,4
Slc2a10,5,4
Prg4,6,3
Drd1,6,3
Abcg2,7,2
Nsun7,6,3
Ltbp2,5,4
Ddo,7,2
Angpt1,6,3
Lrmda,2,7
Accsl,6,3
Otud1,6,3
Matn2,2,7
Gstk1,7,2
Hsf5,6,3
Scd4,6,3
Adgrf4,9,0
Itga4,5,4
Smim43,5,4
Ccl28,5,4
Cd82,6,3
Birc3,6,3
Cd68,5,4
Dppa4,5,4
Zfp879,4,5
Myo7a,2,7
Pcdhb4,3,6
Grm2,4,5
Krt17,6,3
Magea1,6,3
Snurf,4,5
Ccdc141,6,2
AB010352,2,6
H4c17,4,5
AA467197,3,6
Ddit4l,6,3
Rhbdl1,6,2
Gpr21,6,3
Gm5169,4,5
H2ac4,7,2
Pfn4,2,6
H4c11,5,3
Hspa1a,5,3
Rab33a,4,4
Fgf17,6,2
Il3ra,7,1
Vpreb3,4,4
Vmn1r88,4,4
Unc13b,5,3
Ccdc187,6,2
Anpep,4,4
Il1rl1,4,4
C2cd4a,7,1
Zfp473,5,3
Zfp951,1,7
Tnnt3,4,4
Ccl5,5,3
Slc2a4,5,3
Awat2,2,6
Cfap65,2,6
Gng13,2,6
Mageb18,5,3
Iglon5,5,3
Sox18,4,4
Amotl1,5,3
Dennd2d,2,6
Npcd,4,4
Gprc5a,5,3
Ccdc24,6,2
Cmklr1,6,2
Gfi1,2,6
Tnfsf9,6,2
Cngb1,6,2
Adamts16,6,2
Tead4,4,4
Tmem121b,4,4
Tmem79,4,4
Rho,6,2
Ankrd34a,5,3
Gsto2,6,2
Etl4,4,4
Tmem88b,5,3
Gramd1c,6,2
Svil,4,4
Ces1d,1,7
Kcnma1,4,4
Scx,3,5
Trim14,6,2
Gm266,5,3
Lrrc46,4,4
Gm49392,6,2
Lcn2,0,8
Epcip,4,4
Syce2,8,0
Met,5,3
Mmp19,5,3
Bik,6,2
Stab1,5,3
Kcnk1,6,2
Ly6g5b,2,6
Arl9,5,3
Mgat5b,5,3
Gnmt,8,0
Ctsk,7,1
Pate2,7,1
Hsd11b2,5,3
Pkd2l2,4,4
Bmerb1,3,5
Lrrc9,3,5
Ripor3,5,3
Pcdhb12,4,4
Vldlr,7,1
Cryzl2,5,3
Fbn2,7,1
Sorcs2,4,4
Ephb6,4,4
Kcnk12,4,4
Glt8d2,5,3
Wscd2,8,0
Cd180,4,4
Stmnd1,5,3
Apobr,6,2
Oasl2,6,2
Spata9,4,4
Fbxl22,5,3
Neil2,6,2
Zfp534,4,4
Gm14288,5,3
Zfp981,6,2
4930486L24Rik,6,2
H4c2,4,4
Nxpe4,4,3
Gm56675,4,3
Cdh6,5,2
Acvrl1,6,2
H3c1,2,6
Zfp459,4,4
Spmap1,3,4
Naip6,4,4
H2-Eb1,6,1
Nrip2,2,6
Cldn34c1,3,4
Igtp,4,4
Insl3,4,4
Pramel3c,4,3
H2-T24,6,1
H3c13,4,3
Atg5lrt,7,0
Gm3696,5,2
Lrrc2,4,3
Gm4724,5,2
Gm8126,4,3
Sox6,5,2
Artn,4,3
Rasip1,6,1
Tigit,4,3
Ptpru,4,3
Dnd1,5,2
Tbc1d2b,6,1
Il2rg,3,4
Ica1l,5,2
Sync,5,2
Garin1b,4,3
Ptchd1,6,1
4933430I17Rik,2,5
F13a1,4,3
Dnase2a,5,2
Tekt2,3,4
Cdc42ep5,5,2
Slc4a4,4,3
Qrich2,2,5
Foxj1,4,3
Lca5l,3,4
Fam169b,5,2
Mylk3,5,2
Zfp108,5,2
Gm11100,7,0
1700008O03Rik,4,3
Adora1,4,3
Ninl,4,3
Gm973,3,4
Prss38,5,2
Klhdc8a,4,3
Atp11a,4,3
Adra2a,6,1
Adhfe1,3,4
Spag6,5,2
Far2,5,2
Dnaja4,3,4
Gm42957,4,4
Ppp1r3e,4,3
Npc1l1,5,2
Zfp521,6,1
Lratd1,7,0
Pcdhb10,2,5
Angptl4,0,7
Rtl1,5,2
Chst1,6,1
A330040F15Rik,3,4
Tnfaip3,5,2
Lrig3,5,2
Rasgrp4,3,4
Galnt15,2,5
Dmkn,3,4
Tshr,3,4
Rasgef1c,4,3
Thpo,3,4
Slamf9,1,6
Tmem45a,2,5
Rmdn2,5,2
Prss57,7,0
Dclk3,5,2
Tll2,3,4
Lrch1,4,3
Zfp300,6,1
Stap2,5,2
Il33,4,3
Pnma1,5,2
Magea10,4,3
Cmtm5,5,2
Fam221a,4,3
Iqcd,0,7
Wfikkn1,4,3
Xylt1,7,0
Lrrc17,6,1
Parp14,4,3
Adamtsl4,5,2
Oas1c,6,1
Hoxa7,6,1
Fam186b,0,7
Cilp,1,6
Col15a1,3,4
Mfng,3,4
Galnt10,5,2
Runx1,5,2
Rgs20,3,4
Ptprc,3,4
Gm19935,3,4
Ttc36,4,3
Retreg1,5,2
Tnfrsf4,6,1
Fat4,5,2
Rhoj,6,1
Grin3b,4,3
Arhgap6,3,4
Mmp28,4,3
Amn,4,3
Car9,3,4
Prr9,5,2
Lcat,4,3
Gpr4,4,3
Atp6v1b1,4,3
Panx2,3,4
Cyp2j6,3,4
Nalf1,4,3
Atp10a,5,2
Phyhip,2,5
Pcdhb5,7,0
Npff,4,2
Krt19,6,1
Smim17,5,2
B3gnt4,2,4
Gm20662,3,4
Gm43191,6,1
Trpc2,4,2
Ggnbp1,4,2
Nrros,3,3
Kremen2,2,4
Zfp970,4,2
Pcdhb3,4,2
1700028J19Rik,4,2
H3c10,5,2
Tubb4a,4,2
Prnd,3,3
Zfp968-ps,4,2
Zfp988,4,2
H4c1,5,2
Slc25a18,3,3
Lrrc23,4,2
Slc25a13,5,1
Abcg1,4,2
Nlgn3,4,2
Tbxa2r,3,3
Pttg1ip2,3,3
Icam1,3,3
Foxo1,5,1
Galnt4,6,0
Arsj,6,0
Cmklr2,2,4
Nphs1,4,2
Pappa,5,1
Gm826,4,2
Pacrg,3,3
Trp63,2,4
Fscn2,1,5
Mst1,1,5
Mcc,6,0
Kcnk2,5,1
Mdfic,3,3
Kcnk6,5,1
A530016L24Rik,0,6
Mroh8,5,1
Hpx,4,2
Psd3,4,2
Tspan11,4,2
Ano3,3,3
Ston1,4,2
Nos1ap,5,1
Rhof,4,2
Efhc2,4,2
Ihh,6,0
Gm16253,4,2
Drd4,3,3
Nkd2,6,0
Chst8,5,1
B3gnt8,4,2
Fgf14,4,2
Ptpn6,4,2
1700003F12Rik,6,0
Mageb6b1,3,3
Ccl8,6,0
Tmem82,2,4
Apcdd1,1,5
Gabre,6,0
Tbx15,3,3
Gsc2,4,2
Unc13d,4,2
Dlk1,5,1
Loxl4,4,2
Kash5,4,2
Tnnt2,2,4
Ifi203,3,3
Oxt,3,3
Calr3,5,1
Igf2bp3,1,5
Mcmdc2,3,3
Pkhd1,5,1
Edn2,2,4
Gata6,4,2
Gm28041,1,5
Pag1,5,1
Rcsd1,2,4
Spsb1,3,3
Sytl1,6,0
Cfap221,6,0
Ascl4,4,2
Spata13,2,4
Ccdc39,5,1
Gstt2,2,4
Exoc3l2,3,3
Dnah14,4,2
Atp6v0a4,6,0
Srpx2,3,3
Gm15080,4,2
Ptpn18,2,4
Baiap3,4,2
Cd80,5,1
Nnat,2,4
Fhl4,2,4
Slc23a3,6,0
Hoxa5,4,2
Vgll3,6,0
Mcoln3,3,3
Tyrobp,0,6
Adamtsl3,2,4
Syk,5,1
Dennd2c,5,1
Obscn,5,1
Cmtm8,2,4
Nox4,5,1
Mageb6b2,3,3
C1ql4,3,3
Xcl1,5,1
Tmem140,3,3
Adcy4,4,2
Fxyd4,3,3
Dbil5,2,4
Crygn,4,2
Slc5a5,4,2
Klc3,3,3
Rin2,6,0
Milr1,6,0
Zmynd12,3,3
Plpp3,5,1
Gpr132,0,6
Spatc1l,2,4
Tbr1,6,0
Fmn1,4,2
Zcchc24,3,3
Cyp2d22,4,2
Cacng5,1,5
Rrh,3,3
Ppef2,2,4
Cend1,4,2
Zc3h12b,4,2
Ccl27al,2,3
Gm29094,4,2
Gm5799,4,2
Gm2012,1,4
Gm2381,2,3
Gm14308,3,2
Trim12c,4,1
Acot10,4,1
Epo,4,2
Gm49380,3,2
Myl4,4,2
Ano4,3,2
Gm42669,4,2
Trpc6,4,2
Sgcd,2,3
Zfp607a,3,2
Hsf4,3,2
Aire,1,4
Car5a,2,3
Hipk4,3,2
Fam237b,4,1
Kcnq4,0,5
Nnmt,2,3
Kctd19,3,2
Emilin2,3,2
St3gal6,3,2
Cspg4,2,3
Gm11837,4,1
Vmn1r112,3,2
Fam149a,3,2
Slc6a13,2,3
4930503E14Rik,3,2
Degs2,5,0
Itga11,3,2
Paqr8,3,2
Ntng2,2,4
Ctrl,4,1
Itgb8,2,3
Lekr1,5,0
Gm28040,3,2
Aldh3a1,4,1
Rnf113a2,1,4
Vpreb1a,2,3
Cpne8,2,3
Vmo1,3,2
Prr15,2,3
Nrap,1,4
Klf1,3,2
Plac9,4,1
Fam83e,5,0
Lrp1b,3,2
Fhod3,5,0
Psg16,4,1
Megf11,2,3
St6galnac2,2,4
Perp,4,1
Fbxl21,3,2
Efcab5,3,2
Chst5,3,2
D130043K22Rik,2,3
Depp1,1,4
Prdm8,3,2
Tcea3,3,2
Prdm1,3,2
Enpp6,4,1
Spdye4a,4,1
Teddm2,4,1
Phf11c,5,0
Arhgap27,2,3
Ctcfl,2,3
Ttll13,5,0
Pmfbp1,3,2
Ticam2,2,3
1110032F04Rik,2,3
H2-Oa,2,3
Prom2,0,5
Gcnt4,3,2
Tnni2,1,4
Hunk,5,0
Fbp2,2,3
Hsf2bp,3,2
Mmp9,4,1
Vmn1r157,3,2
Hpn,3,2
Anxa8,5,0
Cubn,2,4
Myoc,2,3
Dnah2,2,3
Myom1,4,1
Pon2,1,4
Gm13398,5,0
Grxcr2,4,1
Gm49358,2,2
Ntsr1,2,3
Ppfia4,4,1
Smim33,3,2
Edn3,4,1
Gm20661,3,2
Chst2,3,2
Susd1,1,4
Rasl12,5,0
Mfsd9,2,3
Plek2,5,0
Sh3d21,4,1
Lrrtm1,2,3
Vwa3a,5,0
Ssmem1,2,3
Man1a,2,3
Slc4a11,2,3
Dtna,3,2
Bicc1,5,0
Slc16a9,2,3
Prelp,4,1
Bcl6b,3,2
Pla2g3,4,1
Apol8,5,0
Tmem150b,4,1
Tdrd9,5,0
Twist2,3,2
Pdzrn4,3,2
Pcdhb9,3,2
Pram1,4,1
Rilp,1,4
Tor4a,2,3
Sema3b,3,2
Ggt1,2,3
Prss22,2,3
Cep295nl,2,3
Npas1,3,2
Il1r1,3,2
Otop1,1,4
Elf3,2,3
Sema5b,3,2
1700067K01Rik,3,2
Phkg1,3,2
Fmod,3,2
Smim41,2,3
Nxph3,1,4
Tmem59l,4,1
Gm38303,1,4
Apol10b,1,4
Il17re,3,2
Cemip,1,4
Dok3,4,1
Nlrp6,4,1
Pld1,4,1
Rhox3g,3,2
Zfp612,3,2
Cpne9,4,1
Acsbg1,2,3
Zim1,0,5
Mfsd2b,1,4
Nscme3l,3,2
C130050O18Rik,5,0
Cfap91,2,3
Styxl1,4,1
Gm43517,2,2
Kirrel3,4,1
Nedd4l,3,2
Ahr,3,2
Ehd3,3,2
Lynx1,4,1
Mcoln2,3,2
Kcnj11,4,1
Vmn1r132,3,2
Adgrl3,4,1
Oacyl,4,1
Skor1,1,4
Pramel3b,3,2
Adam1a,3,2
C4b,2,3
Zfp114,3,2
H2bc14,2,2
Or8b40,2,3
H3c8,4,1
H2-T13,5,0
Cdc5lrt10,3,2
Cdc5lrt7,3,2
Prl2c5,4,0
Gm10487,1,4
Gm4836,1,4
a,2,2
Tsx,4,1
H2bc7,4,0
H2ac22,3,1
Cks1brt,0,4
Ccdc121,2,2
Aurkc,3,2
H2bc12,2,2
H4c6,1,3
Paqr5,4,0
Cdc5lrt9,3,2
Gm14408,2,3
Gm17655,2,2
Gm2897,3,1
Glipr1l1,1,3
Dynlt5,3,1
Chct1,1,3
Tlr3,3,1
Fcgr3,1,3
Tdo2,1,3
Ccdc142,3,1
Slc1a3,3,1
Gcnt1,1,3
Fgf10,1,3
Tmt1b,2,2
Kiss1,2,2
Lmod1,3,1
Eps8l2,3,1
Myo1h,3,1
Atp2a1,4,0
Catip,4,0
Cyth4,2,2
Pkd1l2,2,2
Bfsp2,3,1
Otog,1,3
Dram1,3,1
Pinlyp,3,1
Slc39a2,4,0
Ascl1,2,2
Abca5,4,0
Slit1,2,2
Trarg1,1,3
Lcp1,2,2
Slc49a3,2,2
Vrk2,3,1
Fam227a,4,0
Gpbar1,3,1
Ppargc1a,1,3
Tex54,4,0
Usp17la,1,3
Dnmbp,2,2
Rarres2,1,3
9230112D13Rik,2,2
Chrm3,1,3
Garin2,1,3
Pdlim4,2,2
Fv1,2,2
Plcb2,1,3
Pdgfrl,2,2
Asic3,4,0
Gm3558,3,1
Slpi,2,2
Dock1,4,0
Ccn3,3,1
Rpp25,1,3
Nell2,4,0
Styk1,3,1
Slco2a1,1,3
Ct45a,1,3
Hcls1,2,2
Gdf7,3,1
Esm1,2,2
Alox8,3,1
Ntf3,2,2
Atp8b3,3,1
F11r,3,1
Abi3,4,0
Majin,3,1
Fam20c,2,2
Myo5c,2,2
Ebf1,3,1
Tex50,0,4
Slc9b1,3,1
Spdya,3,1
Nr1i3,3,1
Kynu,3,1
4933411K16Rik,2,2
Baat,4,0
Gypc,4,0
Slc24a1,3,1
Rskr,3,1
Gdf6,3,1
Ffar2,2,2
Arhgap18,2,2
Prkch,3,1
Palm3,2,2
Igsf23,2,2
Ly6g6c,4,0
Nhlh1,2,2
Apom,4,0
Pnoc,2,2
Ubap1l,0,4
Colec11,2,2
Eepd1,2,2
Fgf20,1,3
Ptpn22,2,2
Casq2,1,3
Gm7694,3,1
Slc7a2,3,1
Ak5,1,3
Pld4,3,1
Plcxd1,4,0
Adamts17,3,1
Or10d4b,1,3
Tcstv1a,1,3
Ptprt,1,3
Pmel,3,1
Vps26c,3,1
Or9k7,2,2
Fam83h,4,0
Itgae,3,1
Tifa,1,3
Ngef,4,0
Scgb1c1,1,3
Cnksr3,2,2
Ccdc169,3,1
Postn,2,2
Tceal7,2,2
4930590J08Rik,3,1
Ngb,2,2
Amh,3,1
Efcab9,2,2
Sema4f,2,2
Tal2,2,2
Stkld1,3,1
Foxf1,2,2
Tmed6,4,0
Sox2,3,1
Pcdhb13,1,3
Hsh2d,2,2
Ccn6,2,2
Abcc4,3,1
Egr3,4,0
Cby3,3,1
Serpinb6b,3,1
Hic1,3,1
Grem1,3,1
Fbxo48,2,2
Dapp1,4,0
Erfe,1,3
Elapor1,1,3
Cxcr4,4,0
Epcam,1,3
Fam209,4,0
Pax9,2,2
Or8g34,2,2
Pex11a,2,2
Dcst2,3,1
Apol7a,2,2
Barhl1,4,0
Cped1,2,2
Nox1,2,2
Taf7l,0,4
Tprg1,2,2
Gm38392,3,1
Avp,3,1
Thsd1,1,3
Fgf22,0,4
Mboat4,3,1
Inpp5j,1,3
Rnf135,2,2
Frem1,2,2
Grep1,4,0
Osmr,2,2
Pdzrn3,3,1
Gm550,4,0
Spata33,2,2
Trim80,3,1
Vegfc,3,1
Adcy2,1,3
Fzd9,1,3
Gm3336,1,3
Csl,4,0
1700001J03Rik,0,4
Magea14,1,3
Trim40,1,3
Sptbn2,2,2
Slc45a1,3,1
Kcnk7,3,1
Magea4,4,0
Srms,0,4
Cyp27a1,2,2
Gjd3,1,3
Tmc7,3,1
Fbxo47,1,3
Mc1r,2,2
Cd79a,4,0
Nefm,3,1
Tgfa,3,1
L3mbtl1,2,2
Hoxa10,3,1
Gpa33,1,3
Ptges,3,1
S1pr1,1,3
Insl5,2,2
Kirrel2,2,2
Gpx2,4,0
Scn11a,3,1
Atp2c2,4,0
Ang2,4,0
4921536K21Rik,3,1
Dock8,3,1
Wfdc1,2,2
Pga5,1,3
Cabp7,1,3
Cryl1,3,1
Lrrk2,3,1
Mab21l3,2,2
Dab1,4,0
Kcnj4,2,2
Agr2,2,2
Insrr,4,0
Sprr2f,2,2
Ism2,3,1
Cd3e,2,2
Zfp185,1,3
Gm3752,3,0
Rpl27rt,3,1
H3c11,2,2
Rhox4c,3,1
Eif4a3l1,2,2
Gm7233,3,1
H2-Q4,2,1
H2-T15,2,2
Prn,3,1
Zfp998,1,3
Scn1a,2,1
Chrdl2,1,2
1700019D03Rik,2,2
Ly6c2,2,1
H2bc3,2,1
Tmsb15l,2,2
C2cd6,3,0
Nlrc3,3,0
Or2aj5,1,2
Akr1c19,2,1
Abca4,2,2
Creb5,2,2
Spata31g1,2,1
Esp31,2,1
Gm5798,2,2
Gm8011,2,2
Tmsb15b1,2,2
Ccr2,2,2
Gsta13,3,0
H2ac21,2,2
1700028K03Rik,0,4
Zfp978,1,2
Cd1d2,3,0
Xaf1,3,0
Rex2,3,1
H2-Q5,3,0
Aldh8a1,2,1
Gm2007,2,1
Pde6g,2,1
H2bc13,2,1
Gm14406,2,2
Cldn34c2,2,2
Ift70a2,3,0
Gm14401,2,1
Zfp600,2,1
D430041D05Rik,3,0
Kcnu1,1,2
Gm6408,2,1
Hoxa3,2,1
Slc15a3,2,1
Sp140,3,0
Cldn23,1,2
Tac2,0,3
Col23a1,1,2
Mrgprf,1,2
Clcn1,0,3
Brinp3,2,1
Sugct,0,3
Pappa2,2,1
Lta,2,1
S1pr5,3,0
Itih2,3,0
Thbs2,3,0
4933405L10Rik,3,0
Tmem154,3,0
Pla2g2c,0,3
Dusp18,1,2
Ccdc125,2,1
1700093K21Rik,3,0
Adh7,2,1
Tmem178,3,0
Nkpd1,1,2
Nostrin,0,3
Egr2,0,3
Tnni3,1,2
Dsp,2,1
Slc38a5,2,1
Esrp2,2,1
Trpc7,1,2
Tmc3,2,1
Rnase10,1,2
Gbp2,1,2
Hal,2,1
Smim22,2,1
Slc25a2,2,1
Misfa,0,3
Sp140l2,0,3
Clic3,2,1
Adgrg1,2,1
Upk1b,1,2
Phyhipl,2,1
Foxa3,3,0
Evc,2,1
C1ra,3,0
H2ac13,2,1
Abhd3,1,2
Plin5,1,2
Eci3,2,0
AI182371,0,3
Epsti1,1,2
Morc2b,2,1
Otos,2,1
Rab37,2,1
Msantd5l,2,1
Slc17a4,1,2
Fgfr4,1,2
Ak7,1,2
Selp,3,0
Neurog2,2,1
Cct6b,1,2
Irx2,2,1
Il17f,1,2
Duox1,2,1
Stra6l,2,1
Spdef,0,3
Sele,2,1
Ikzf1,2,1
Cnksr1,1,2
Noxred1,2,1
Tmem35a,1,2
Kcnj13,1,2
Mertk,2,1
Abcc8,2,1
Fbp1,1,2
Col14a1,1,2
Jchain,1,2
Col11a1,2,1
Rtp2,1,2
Cyp4f40,2,1
Tmem238l,3,0
Notch4,2,1
Shroom1,0,3
Arnt2,1,2
1810049J17Rik,2,1
Dkk2,3,0
Pcdhb2,2,1
Crygs,2,1
Rnf128,1,2
Vmn2r18,3,0
Gm30191,2,1
Cimap1c,1,2
Slfn4,2,1
Ddx4,2,1
Ifit3b,2,1
Aipl1,2,1
Zglp1,0,2
Adam32,2,1
Rin3,2,1
Sytl3,3,0
Ccdc13,1,2
Foxf2,1,2
Kctd14,1,2
Fli1,2,1
Sprr2a2,1,2
Cybrd1,2,1
Slc18a2,3,0
Nxnl2,2,1
Lpcat2,2,1
Fank1,2,1
Armcx6,1,2
Afap1l2,2,1
Tnfaip6,1,2
C1rl,2,0
Hoxd11,2,2
Il7,0,3
S100a9,0,3
Cxcl5,2,1
Mei1,3,0
Lmcd1,2,1
Hes3,3,0
H2-T9,2,0
Drc1,3,0
Cpa5,1,2
Mroh2b,2,1
Slc2a13,2,1
Sfn,0,2
Clec14a,3,0
Meox1,2,1
Timp4,2,1
Naip5,0,3
Khdrbs3,2,1
Adamts7,2,1
Clhc1,3,0
Naalad2,3,0
4930523C07Rik,3,0
Cldn1,3,0
Podnl1,2,1
Efhd1,3,0
Vash1,2,1
Grifin,1,2
Fut7,2,1
Lrrc71,2,1
Lvrn,0,3
Slc39a4,2,1
Col27a1,3,0
Klhl40,2,1
1700123K08Rik,1,2
Macc1,3,0
Nlrp4e,1,2
Slc22a29,2,1
Tgtp1,2,0
St3gal1,1,2
Grik3,2,1
Plscr2,3,0
Gcsam,0,3
Flt1,2,1
Pkhd1l1,2,1
Chrm2,2,1
Rbp7,2,1
Gm15155,1,2
Tns4,1,2
Gfap,3,0
Ces2g,1,2
Hgd,2,1
C2cd4b,3,0
Shcbp1l,0,3
Stox1,2,1
Adam30,3,0
Wdr20rt,2,1
Tspan8,1,2
Aspn,2,1
Zbtb16,1,2
Tshz3,1,2
Lrrc66,2,1
Prr35,1,2
Prr22,1,2
Muc1,3,0
Best2,3,0
Lepr,0,3
Padi2,1,2
Zmynd15,2,1
Zfp558,1,2
Chdh,2,1
Lgals2,1,2
Tacr2,3,0
Efhb,2,1
Pin1rt1,3,0
Nme5,1,2
Xkrx,3,0
Gpr85,0,3
Asprv1,0,3
Aox2,1,2
Ttc39d,2,1
Necab2,1,2
Tmem171,2,1
Zcchc3,2,1
Tmprss9,1,2
Aifm3,2,1
Tmem200b,3,0
Pate13,2,1
Pwwp3b,2,1
Calhm5,3,0
Fancd2os,1,2
Sprr2a1,1,2
Serpinf2,2,1
Gm4787,2,1
Tnfrsf8,2,1
Syt13,1,2
Tbc1d30,2,1
Prdx6b,1,2
Pcp2,0,3
Srsf8,2,1
Rgcc,0,3
Bcl3,2,1
Alpk1,3,0
Eva1b,0,3
Bcam,2,1
Ttc6,2,1
2200002D01Rik,1,2
Crb3,1,2
Abca16,2,1
Ecm2,2,1
Itgb3,3,0
Sirpa,2,1
Rhox3c,3,0
Krt83,3,0
Bhlhe22,1,2
Krt222,2,1
Gapdhrt,1,2
Foxc2,2,1
Ecscr,0,3
Igbp1b,2,1
Nup210l,3,0
Slc35d2,2,1
Cpq,1,2
Krt6a,2,1
Prl2c1,2,1
Bglap2,1,2
H4c12,2,1
Gm6121,1,2
Gm14525,2,1
Gm17067,2,1
Pp2d1,2,1
Rslcan18,1,1
Hspa1l,2,0
Cdc5lrt1,1,1
Cdc5lrt4,1,1
H2ac12,2,1
H3c2,2,1
Krt90,1,2
Asb5,2,0
Apol9a,2,1
Uba1y,2,0
St8sia4,2,0
Mia,2,0
Me3,2,0
Tuba3b,0,2
Poln,1,2
Ccl17,2,1
H1f6,2,0
Vwce,2,1
Srpx,0,2
Cdhr4,2,1
H2bc22,1,2
Ptcra,2,1
9930111J21Rik2,2,0
Vmn2r11,2,0
Akr1c6,2,0
Cyp4f37,2,1
T2,2,0
Gsta1,2,0
Tomt,2,1
Ceacam1,1,1
Krt85,2,0
Gm10406,2,0
Gm3411,2,0
Flacc1,2,0
H2-Q7,1,1
Ccl27b,1,1
Gm44965,1,2
Zfp968,2,0
Gm14444,1,1
Lrrc14b,1,1
Rdh9,2,1
Gstm3,1,1
Serpinb1c,2,0
Pkp3,0,2
Rtp4,0,2
Ppp1r42,1,1
Saxo5,2,0
Apobec1,1,1
Gpx7,1,1
Prr33,0,2
Cdh26,1,1
Myh11,0,2
Zfp791,0,2
F2,0,2
Ces1h,1,1
Fam24b,0,2
Serpinb2,2,0
Ripor2,2,0
Has2,2,0
Ar,1,1
Akr1cl,2,0
Fgl1,1,1
Klk8,1,1
Npas4,2,0
Cdh5,1,1
Fbxo15,2,0
Csmd3,1,1
Sall1,2,0
Selplg,2,0
Msantd5,2,0
Il18,2,0
Nat8f2,2,0
Efcab8,2,0
H2-DMb1,2,0
Tgtp2,2,0
Aqp6,2,0
Ifih1,2,0
Ssu2,1,1
Gbp2b,2,0
Tspoap1,2,0
Gm4984,0,2
Sult2b1,1,1
Lsmem1,2,0
Crtam,0,2
Slc22a13b,2,0
Tmem54,0,2
Slc36a2,1,1
Pla2g5,0,2
Fsip2l,0,2
Cd101,2,0
Tc2n,1,1
Wnt1,2,0
Tbx4,1,1
Pcdh10,1,1
Gm1527,0,2
Cfap57,2,0
Sla,1,1
Odad1,2,0
Wnt7b,2,0
H2-Aa,2,0
Myo1f,2,0
Hs3st3b1,2,0
Slc25a34,0,2
Fhip1a,1,1
Gprc5c,1,1
Tnr,0,2
Ccdc160,1,1
Msh4,2,0
Crabp1,1,1
Crct1,1,1
Ppp1r27,1,1
Zcwpw2,2,0
Txk,2,0
Fmn2,2,0
Wnt10a,0,2
Axdnd1,0,2
Trim6,0,2
Ceacam10,1,1
Inhbe,1,1
Cpne6,1,1
Foxr1,0,2
Bricd5,0,2
Zscan10,1,1
Galr3,2,0
Ttn,0,2
Pdzk1,1,1
2310057J18Rik,1,1
Wnt2,1,1
Ackr4,2,0
Tmem184a,2,0
Hgf,2,0
Chst3,0,2
Iqub,2,0
Macroh2a2,1,1
Corin,1,1
Inpp4b,0,2
Glp1r,2,0
Fap,2,0
Was,1,1
Plekhs1,0,2
Ccdc17,1,1
Ano9,1,1
Gli1,0,2
Map3k8,2,0
Cabyr,0,2
Lamb3,1,1
Smim38,1,1
Gria1,2,0
Gja6,1,1
Wdr88,1,1
Asgr1,1,1
Plxna2,2,0
Actl7b,1,1
Naip1,2,0
Slc30a3,1,1
Cd3g,1,1
Afp,1,1
Ppl,1,1
Bpifb4,1,1
Erich6,1,1
Cldn4,1,1
Ccn5,2,0
M1ap,1,1
Abcb4,1,1
Creb3l4,0,2
Osr2,1,1
Gli2,2,0
Cd22,0,2
Ifi27l2a,1,1
Rhd,1,1
Abcd2,2,0
Agbl2,2,0
Morn5,0,2
Tmsb15b2,1,1
Rerg,2,0
Htr2b,1,1
Fcer1g,2,0
Col28a1,2,0
Slco1c1,1,1
Ankrd33b,1,1
Cd83,2,0
Slc47a2,1,1
Irx1,0,2
Osm,0,2
Tlr12,0,2
Klhl32,1,1
