gene,undiff_rep1,undiff_rep2,undiff_rep3,diff_rep1,diff_rep2,diff_rep3
Chst7,147,231,165,98,77,84
Cfap69,100,138,95,183,132,195
Lifr,113,146,118,165,168,140
Ddt,138,125,134,119,109,181
Zfp52,177,110,123,148,161,120
L3hypdh,138,146,128,136,122,127
1110002L01Rik,107,117,109,170,164,159
2410004I01Rik,178,201,166,80,75,78
Mb21d1,200,168,209,139,76,97
Crebl2,93,132,113,161,149,158
Zcchc18,144,93,128,142,192,126
Gpr3,107,94,100,199,168,174
Rab3b,48,40,47,194,254,152
Dusp15,101,164,103,123,155,147
1700084J12Rik,324,154,167,100,162,118
5730409E04Rik,124,73,106,144,175,161
Aoc2,162,171,178,158,104,85
Slc16a14,76,65,59,260,232,149
Bcl6,131,140,112,194,143,115
Pkd2l2,153,121,122,126,109,161
Sec14l2,151,143,125,185,132,147
Dtwd2,104,156,138,177,151,107
Rhox7a,137,117,94,163,133,162
Igdcc3,69,99,73,213,187,145
Zc4h2,136,122,140,152,111,170
Cyb561d1,125,108,123,185,151,177
Tmem251,112,192,136,87,117,125
Tmeff2,207,128,145,103,95,127
Ppara,67,83,76,277,155,175
Abcd4,124,114,101,151,186,169
Tuba4a,110,123,144,123,98,122
Mpp7,126,139,138,134,121,137
Glcci1,104,83,175,140,142,111
Cntn3,162,126,134,176,159,163
Kcnn1,102,69,91,186,204,130
Myh4,152,105,106,116,164,136
Sdhaf3,122,100,128,182,174,147
Epha10,40,38,37,294,248,186
Tspear,121,114,125,183,83,141
Sfxn5,113,110,137,164,161,120
2010001A14Rik,141,143,127,162,134,142
Fbxo16,110,155,97,152,167,129
Rnf32,87,81,100,159,156,113
Dapk2,95,109,116,134,184,153
1700030J22Rik,89,85,84,131,180,166
Cebpzos,134,97,135,122,178,155
Mapkapk5,129,114,120,107,108,164
Rhox4g,151,130,113,119,151,75
Alkbh2,130,152,189,121,128,120
Zfp169,85,95,119,184,141,134
2310039H08Rik,114,116,129,137,118,92
Fez1,109,122,132,109,155,157
Lsp1,141,130,151,96,90,107
Hykk,92,157,86,113,168,202
Tcea2,154,165,111,154,94,156
Isl2,94,116,94,161,116,120
Cgn,94,102,149,137,130,124
Slc9b2,222,177,247,56,66,55
Grap2,116,108,165,107,111,90
2310015A10Rik,98,86,105,140,139,122
Carmil2,190,81,156,153,122,139
Slc18a2,168,117,134,140,180,142
Rnf8,150,121,165,145,167,148
Lyl1,86,64,95,167,233,182
Gm5434,135,105,124,137,148,130
Ddx58,131,117,115,205,148,134
Aspg,126,121,139,76,116,114
Arsk,113,86,117,114,99,114
Aldh1a3,116,105,132,124,204,91
Rbp4,88,76,82,208,228,130
Mthfsl,148,137,145,125,150,115
Jak3,105,96,109,160,130,139
Morn2,156,122,128,95,97,146
Chchd7,123,139,180,132,77,130
Tnfaip8l1,130,125,98,144,138,144
Lix1,212,207,225,19,19,36
Cbr2,35,31,42,229,254,187
Sh3bp4,122,115,123,153,127,112
Aldh5a1,71,55,88,162,131,129
Spsb3,127,149,128,101,93,119
Itgb4,97,93,73,158,151,166
Tead3,69,83,87,153,170,219
Shroom4,100,124,97,108,137,88
Defb42,132,82,75,195,168,136
Lamb1,76,74,104,183,135,110
Ccdc71l,93,137,149,140,91,113
Ccdc177,18,22,28,146,180,231
Igf2,60,131,121,119,156,154
Zfp691,104,173,147,109,103,146
Col5a3,85,44,73,162,187,227
Gstm6,39,62,43,165,162,202
Lhfpl5,85,83,76,155,157,176
Nfatc4,78,121,134,161,101,158
Cebpd,148,124,121,159,126,139
Mttp,93,84,110,152,137,108
Ryr1,164,180,133,90,104,93
Megf11,64,51,57,269,201,168
Sh3d19,173,165,94,91,144,113
Ppp1r3b,46,40,44,235,146,206
1700001O22Rik,91,79,110,155,153,135
Scn1a,82,101,129,159,145,114
Mnd1,114,138,99,113,88,73
Zfp619,87,108,97,123,144,90
H2-T22,119,69,76,192,143,174
Mdga2,105,153,119,126,107,129
2810013P06Rik,120,115,158,132,125,124
Calcrl,65,62,77,130,211,156
Celf5,149,77,81,171,131,126
Cfap61,104,127,107,128,116,84
Trpm4,121,95,126,103,143,155
2310040G24Rik,103,118,111,179,169,117
Got1l1,53,73,43,166,173,200
Stx11,95,120,152,116,100,133
Prickle3,114,84,108,152,175,111
Lhx3,80,113,108,143,148,147
Tshz1,68,90,76,201,145,200
Akip1,134,135,139,91,89,144
Ccr10,92,102,109,155,105,209
Pros1,175,134,153,143,144,95
Rgs10,96,108,133,145,160,113
Dusp26,37,36,43,218,168,185
Lrrc56,102,66,112,109,131,194
Ecm1,128,145,122,108,111,127
Irx5,114,115,115,136,160,158
Gm42372,57,50,71,175,167,161
Fbxo48,183,132,134,88,102,79
Pcdhb22,69,82,68,156,165,176
Il27ra,113,167,162,84,108,94
Adm2,59,60,68,142,171,251
Slc9a7,89,66,63,145,117,238
Ctdspl,99,117,118,126,125,93
Rgs9bp,78,89,128,134,159,172
Clmn,70,62,53,171,139,136
Glb1l,101,92,106,169,143,136
Vamp8,97,94,106,133,150,109
Setd4,128,135,124,98,79,109
Rhox4b,97,105,133,80,113,86
Mterf1b,121,80,101,184,180,153
Gng7,103,86,92,133,213,145
Nrg4,86,101,94,110,203,210
Fam72a,196,230,177,80,64,74
Mok,124,110,163,123,102,117
Zfp90,153,139,115,126,132,117
H2-Q2,64,91,92,118,173,153
Ubxn10,121,111,111,151,125,187
Hspb6,117,157,97,117,121,121
Tll2,24,39,33,184,155,179
Zfyve28,167,122,128,93,110,84
Spats1,79,79,82,137,129,158
Sync,52,81,76,239,160,214
Fbxl7,108,163,100,139,125,161
Slc25a43,73,130,133,149,135,132
Kcnc4,34,46,45,196,188,195
Cdca7l,127,148,116,126,140,79
Adal,104,94,114,125,143,116
Pantr1,159,124,142,87,119,105
Itpr2,84,87,69,116,167,146
Cspg5,54,72,43,160,187,139
Astn2,109,151,132,101,80,124
Mettl18,133,115,116,98,83,91
Cmpk2,77,77,64,190,229,161
Rwdd3,87,87,85,133,116,111
Zfp560,88,112,99,118,118,122
Lockd,162,153,123,98,105,73
Xrcc3,141,157,143,73,88,75
Dleu2,115,126,137,126,117,116
Aldh3b2,135,83,94,144,182,127
Plekhg4,113,138,155,90,90,132
Galm,126,142,99,119,87,110
Sgpp2,67,86,125,90,134,179
Catsper2,101,86,131,86,170,142
Kcnh4,122,70,147,84,178,139
Shank1,108,88,88,178,184,145
Sat1,78,83,87,109,165,133
Ankrd37,82,70,77,155,183,124
Cpm,107,76,76,184,144,220
Taf9b,130,123,133,67,74,134
Zfp354a,181,107,111,91,121,156
Sirt5,99,117,96,125,129,116
Xkr4,47,47,42,186,184,117
P4htm,101,76,109,163,133,141
Svbp,84,121,93,88,113,103
Sycp1,136,117,104,137,137,199
Ybey,130,91,105,94,179,105
Fen1,149,174,114,62,59,75
Endod1,121,108,122,107,120,110
Tcte3,132,129,119,96,144,125
Pkn3,205,103,197,96,65,90
Cyp4f37,104,118,161,118,118,120
Ribc1,96,116,105,76,105,129
Zfp566,89,134,89,102,104,67
Fbxo36,66,62,70,185,168,156
Pcdhb16,50,65,78,142,183,118
Fam132a,92,64,92,122,132,136
Rhox4d,138,126,175,115,76,67
Slc16a13,112,154,125,89,110,72
Ikzf5,107,132,112,122,99,79
Npas3,80,65,61,136,213,116
Tjp3,99,108,106,115,140,163
Pcbd2,106,129,123,109,138,110
Efs,76,56,57,161,125,189
Bdnf,56,55,72,151,85,135
Zfp593,89,87,120,89,155,156
Eva1c,198,110,117,97,104,136
Ttll3,100,105,105,120,113,118
Nudt15,104,145,148,86,51,88
Ypel1,76,69,87,120,148,154
Cep126,108,100,137,104,88,97
Phpt1,76,111,86,126,81,187
Trp53cor1,46,60,39,123,190,148
Thy1,3,2,2,233,206,188
Zfp607a,117,133,108,140,114,92
Pcdhb11,55,48,54,171,205,213
Tirap,99,124,126,87,109,80
Amhr2,48,61,54,118,223,144
Lamc2,84,62,67,166,127,164
Slc16a12,180,143,205,25,26,26
Plekhh2,132,81,97,116,106,102
Gtsf1,99,82,114,113,125,167
Sfxn4,68,93,98,152,124,133
Mycl,20,19,19,225,199,244
Ccdc167,85,118,91,132,101,133
Myof,150,123,193,64,91,69
Angpt2,175,137,148,99,66,85
Rspo1,87,45,70,178,114,183
Tinagl1,116,97,129,143,94,81
Gm10069,147,154,120,72,99,105
Car11,52,48,46,168,175,125
Zfp595,128,153,103,103,85,139
Agtr2,4,7,7,235,167,196
Fhit,85,83,100,137,127,142
Hist1h1d,102,85,72,110,156,124
Ccdc15,139,88,141,88,87,109
Asb16,96,138,83,76,105,123
Morc4,138,140,106,120,107,96
Sirt4,97,148,99,136,118,160
Fam161b,108,153,107,104,76,108
Cdkl1,74,81,73,133,175,113
Plek,74,65,49,130,116,150
G0s2,6,5,7,220,236,216
Cntnap2,78,58,59,141,186,183
Nlrx1,113,84,83,125,131,118
Idua,64,53,55,111,137,225
Gm12060,80,106,79,128,125,104
Fv1,91,124,103,127,99,137
Ptgr1,200,138,116,48,54,40
4930513N10Rik,124,113,134,83,108,78
B3gnt3,105,77,111,114,104,122
Cracr2b,120,130,90,131,125,97
Ttbk1,134,106,105,83,100,66
Rsph1,98,81,101,103,94,125
Ldhb,96,81,115,98,120,67
Synpo2,100,92,95,120,117,103
Lmo3,119,85,113,105,125,87
Dnase1l1,119,132,90,101,97,116
Dand5,73,87,58,112,99,98
Ophn1,97,83,119,126,115,100
Rec114,95,62,79,149,98,172
Rffl,72,77,61,95,150,114
Dhrs11,95,92,90,162,111,135
Gm2016,109,95,117,117,87,96
Pcdh12,57,84,87,166,147,148
Bloc1s3,52,76,86,160,126,180
Grhl1,122,191,173,68,58,92
Rasl11b,141,99,153,56,42,41
BB287469,134,85,138,117,105,75
Gm4027,93,129,100,125,109,77
Zfp14,62,69,55,134,136,110
Zfp72,101,84,131,109,99,107
Bend7,88,72,75,174,124,81
Gm4961,150,148,172,75,78,70
Aamdc,91,71,71,95,155,88
Itpka,63,109,76,106,154,98
2210408I21Rik,102,133,153,102,79,95
Smagp,86,120,71,127,120,104
Zc2hc1c,104,57,81,104,144,147
AI987944,91,98,101,109,130,134
Haus5,134,167,105,75,78,90
Sqrdl,89,90,53,140,148,174
Shd,85,113,75,99,153,145
Gm20604,112,135,162,112,101,81
Jazf1,86,69,56,110,168,106
Ssc4d,72,98,61,126,126,123
Mob3c,121,134,88,122,114,111
9530051G07Rik,107,98,71,105,107,98
Nudt7,82,74,77,140,181,186
Zfp455,79,75,65,119,186,121
Mettl4,91,100,88,145,107,118
9330151L19Rik,83,83,85,103,129,104
Slc7a7,70,80,63,140,129,129
Adat3,90,116,127,79,112,75
Sag,145,103,103,63,58,62
Aox4,82,63,68,104,153,119
Myh7b,19,20,21,186,222,178
Bbs10,63,71,80,130,140,128
Rnf125,112,143,86,98,85,85
Mmaa,81,92,58,126,124,111
Dbx2,74,88,99,116,148,153
Tmem8b,88,62,73,127,156,155
Mylpf,101,142,81,67,80,79
4933417G07Rik,125,102,136,95,95,77
Pxylp1,45,35,41,189,140,148
Vwa1,53,61,56,144,135,117
1190005I06Rik,99,107,134,90,93,86
Mfge8,91,94,105,137,87,91
Pcdhgb4,77,101,95,111,102,97
Tmem42,110,125,87,127,125,121
B230206L02Rik,70,61,70,130,159,127
Lgi1,89,126,111,98,112,73
Zfp653,116,125,132,80,81,74
Ropn1l,58,62,57,148,146,154
Mterf2,116,83,75,98,96,93
Hist1h2bq,113,76,105,97,114,84
Hist1h2br,117,100,105,100,105,134
Prkcz,78,37,69,113,166,139
4933439C10Rik,73,81,77,158,123,115
D130040H23Rik,87,70,76,101,127,76
Adgrd1,39,55,48,156,119,141
Pid1,21,27,24,203,160,194
Cdk6,78,90,93,122,91,91
1700030C10Rik,47,53,54,125,133,161
2210408F21Rik,113,98,129,87,105,71
Emp3,105,114,78,105,88,116
Als2cl,42,37,32,97,149,153
4930520O04Rik,113,84,116,97,96,78
Trim14,74,99,94,160,112,160
Akr1b8,97,115,123,121,100,130
Dnajc12,121,116,100,118,82,74
Myo1e,91,79,78,101,115,108
Tgfb3,93,106,94,98,128,117
Pcsk4,64,69,79,127,132,123
1600002K03Rik,104,135,102,93,99,123
Ctf1,72,58,37,127,131,125
1700037C18Rik,90,86,114,69,100,106
Irs3,65,54,54,160,148,119
Sdhaf1,82,74,68,151,128,86
Fam229b,105,90,78,90,148,123
P4ha3,104,103,115,48,75,68
Ttll11,66,67,61,130,128,146
Calhm2,117,110,108,71,112,102
Pdlim2,94,75,68,113,138,123
Efcab11,107,130,104,91,95,99
Zfand4,141,95,107,86,115,106
Rhox4f,113,115,127,67,58,76
Strip2,102,67,132,100,94,83
Fkbp7,71,87,79,102,115,165
Mamld1,142,106,114,95,84,90
Iqsec3,95,56,88,119,117,112
Ggt5,38,37,31,190,155,117
Zfp979,63,89,58,121,92,102
Ifi213,39,32,30,175,209,104
Slco1a6,72,63,55,80,101,106
Magea8,98,70,91,89,111,81
Rnf26,127,107,139,129,98,71
Osgin1,34,39,44,167,172,154
Asah2,68,62,97,112,126,92
Zfp599,137,166,122,71,102,76
3300002I08Rik,93,89,142,142,93,113
Gm15417,67,72,98,135,127,126
Zfp174,61,55,84,123,114,127
Khk,75,88,116,102,131,82
1600019K03Rik,67,99,77,105,82,134
Enpp3,99,70,66,154,116,120
Epor,93,132,99,79,100,92
Trim65,93,103,152,80,68,92
Cyp3a11,95,96,107,67,106,129
Epha4,58,68,84,150,138,111
Ccdc96,60,100,109,91,68,62
Zfp54,121,57,87,105,99,102
Rad51b,135,127,123,66,88,82
Trmt13,81,70,120,70,102,107
Id4,119,168,124,59,35,55
Hist1h2bg,98,76,118,95,112,111
Gm6578,82,79,120,106,57,97
Slc43a1,97,176,78,71,67,100
Gbx1,84,77,99,89,127,83
Masp1,35,34,28,135,199,155
Aqp5,69,60,70,89,126,104
Styx,105,97,102,78,82,91
Nat8f4,76,84,89,76,113,103
Serpine1,101,152,127,81,76,61
Ap4b1,93,57,105,95,86,86
Porcn,40,53,57,151,141,144
Ttc39c,92,78,62,115,138,115
Tmem158,80,128,116,52,69,73
Lyrm7,82,71,77,118,108,124
Pcdha7,75,71,78,142,114,105
Pcdha3,76,98,69,93,103,123
Plpp7,85,86,82,81,125,123
Tbc1d8,95,110,55,140,90,113
Hoga1,49,48,63,110,146,110
Lhfpl1,23,20,21,160,142,169
Spag1,107,104,108,64,57,59
Th,74,67,75,106,108,66
Col4a1,32,40,50,134,172,125
Pon2,129,83,129,103,83,88
3110009E18Rik,84,100,138,93,94,96
Srsf12,20,16,19,102,175,132
Heg1,65,58,74,90,123,81
D16Ertd472e,117,126,118,63,47,57
Necab3,96,103,82,91,73,100
6720489N17Rik,116,100,132,47,51,76
Cacng5,7,5,5,172,168,157
Six5,83,89,122,120,120,87
Ppp1r1c,74,56,66,123,120,124
Fst,211,175,186,13,19,22
Hif3a,22,32,23,169,149,152
Pin1rt1,138,114,99,94,109,82
Eme2,94,77,94,71,73,88
Siah3,53,59,60,104,154,142
Gpd1,70,83,83,137,108,84
Pcdhb19,52,48,59,147,97,99
Kcnh3,39,50,50,118,100,133
Prrg2,92,88,70,99,122,95
Gm15545,71,86,91,116,89,127
Ggct,86,106,84,86,86,95
Wdr74,115,115,102,101,91,81
Il18bp,97,105,69,83,69,73
Ypel4,65,77,41,110,103,117
2500002B13Rik,96,91,64,101,86,191
Nr4a2,92,83,76,115,89,109
Crlf1,34,33,45,146,187,169
Arhgap4,106,87,71,78,77,63
Pcdhb21,52,81,68,103,96,133
Nrip1,90,70,79,116,86,106
Hgf,104,118,83,88,63,94
Atp6ap1l,66,64,63,114,141,103
Gal3st3,65,44,47,106,94,118
Fam212a,55,84,74,76,117,96
Flt3l,36,33,33,160,142,150
Asap3,69,57,44,82,100,120
Fam217b,52,62,68,137,138,104
Gramd2,78,75,75,132,101,93
Shpk,75,51,34,140,165,141
Tmem119,134,158,119,47,51,51
Trmo,64,99,67,108,116,79
Zfp534,47,55,46,106,117,94
Ccdc163,104,89,71,74,103,86
Gm3716,71,54,34,119,155,168
9230110C19Rik,61,87,60,109,82,79
Kank3,69,71,45,181,94,129
Pde1a,61,65,78,110,127,98
Irgm2,19,19,16,171,168,183
Myo18b,158,157,169,21,30,22
Comtd1,80,79,74,100,101,95
Reps2,27,29,32,169,138,83
Nuggc,109,94,66,118,84,93
Tspan12,110,122,103,66,54,42
Cmtr1,85,103,88,77,98,99
6430571L13Rik,67,47,51,165,110,139
Triqk,44,51,48,143,94,131
Zfp677,79,83,65,128,88,90
Rsg1,137,111,99,66,55,51
Zfp951,73,78,67,109,68,102
1300002E11Rik,92,72,105,70,99,84
5930430L01Rik,86,66,93,88,116,86
Gsta4,88,80,77,103,84,106
Tmem8,77,79,84,109,101,75
Mzf1,93,134,86,69,83,116
Zkscan4,56,83,71,71,111,116
Socs1,90,96,130,106,97,119
Nudt13,82,77,82,81,87,111
Bdkrb2,163,121,137,40,31,38
Fam122a,89,75,80,124,91,75
Zswim7,89,102,101,72,96,53
Fam196b,50,44,64,94,134,121
Grb10,80,109,72,89,96,112
Itga2b,45,59,42,156,137,77
Kcp,55,34,50,98,120,144
Hist2h3c2,56,69,56,123,124,95
Amt,63,85,63,82,111,125
Hist1h2ak,111,140,117,45,55,56
Foxa1,82,101,90,65,94,73
Stk36,65,91,65,97,113,91
Itga4,59,76,79,65,100,83
Rhpn2,71,87,100,77,82,83
Gm8675,85,117,95,53,44,47
Fgfbp3,102,95,75,62,84,97
Nmrk1,66,52,57,77,126,91
Htr3b,160,181,151,15,12,14
Dnajc28,61,60,43,104,132,138
Oxld1,56,65,53,102,107,105
Zfp184,116,102,111,85,69,120
Ldb2,82,91,58,95,104,98
Shroom2,57,44,55,100,91,98
Foxd2os,142,99,129,54,48,56
Lag3,60,66,68,73,94,103
Specc1,76,91,85,83,58,45
Rbm4,89,74,70,74,70,81
Zfp418,89,66,82,60,81,105
Gm807,99,107,73,57,67,72
4933421O10Rik,46,94,76,125,70,126
Fdxacb1,80,68,76,89,71,52
Dusp23,57,77,63,115,101,90
Gp1bb,111,84,64,114,71,88
Dok5,105,99,64,60,85,96
Abcg4,81,101,69,80,94,78
Npas2,33,37,51,115,125,131
Megf10,82,95,79,87,87,79
Ttc25,50,47,58,120,100,104
Slc36a2,113,95,134,52,55,45
Ccdc8,56,56,38,87,99,91
Pcdha1,53,66,52,98,99,121
Zfp870,103,77,115,59,55,74
Cdk18,61,46,54,150,131,96
Hist1h2be,66,79,77,111,117,95
Tnni1,93,75,65,115,105,84
Kbtbd6,86,88,98,116,79,95
Aqp11,68,71,79,95,73,103
Gm11127,44,40,52,135,79,113
Tmem191c,52,62,47,129,107,77
Oma1,95,100,76,83,84,70
Tapbpl,79,71,53,78,87,98
Gt(ROSA)26Sor,117,134,74,103,95,101
Hist1h2bj,90,87,57,82,101,95
9530077C05Rik,58,93,67,90,104,116
Ccdc141,88,60,64,118,106,102
Lrrc51,73,35,86,111,72,96
Chrnb4,76,54,69,120,75,84
Cdh15,103,50,107,72,81,73
Mamdc4,65,82,69,51,69,62
Tmem254a,66,88,62,69,99,84
Tmem254b,65,52,75,89,88,56
Chst14,101,94,71,86,74,86
Papolb,69,81,98,106,81,61
Ccdc189,55,69,67,92,125,127
Yipf2,88,72,64,95,88,91
A330076H08Rik,26,20,21,116,166,113
Cyr61,108,129,109,49,29,40
Camkmt,101,72,62,109,109,67
Prdm11,70,106,118,86,78,95
Msrb2,81,107,74,75,83,84
Ffar4,29,29,39,108,191,134
Unc13c,10,13,8,126,139,120
Gm14204,58,61,86,102,111,93
Ocln,42,55,45,81,110,137
S100a16,6,6,5,202,158,178
2300009A05Rik,56,63,78,105,95,82
Glyctk,70,66,77,113,86,81
Ccdc73,73,71,99,75,84,89
Trip6,104,99,90,75,57,107
Mettl7a2,57,51,51,133,88,88
Neu3,56,54,83,98,72,123
Elmo1,74,81,66,106,122,55
Ankrd9,104,93,68,80,60,84
Cyp3a44,50,81,57,117,80,110
Adgrf4,130,142,117,28,28,30
Magea3,80,88,48,53,124,79
Cep112,61,86,74,86,73,80
Rhod,73,101,77,66,74,62
Endog,106,83,123,47,69,66
Calml4,31,40,41,109,135,105
Hist1h2bh,65,64,69,72,77,83
Kifc2,53,32,26,124,118,105
Slc37a2,70,80,67,80,63,86
E430018J23Rik,56,74,60,75,94,106
Rims1,41,62,68,78,101,80
Tmem254c,56,95,49,105,74,72
Gm7102,65,92,75,60,107,45
Smarcd3,113,91,63,82,78,81
Btbd17,29,24,30,124,154,115
Sp140,62,61,70,64,75,72
LOC102634389,89,64,52,96,87,89
Adcy1,58,51,51,99,111,80
Neat1,65,93,58,52,72,112
Hpse,14,11,11,140,98,182
Rab4b,74,68,69,65,58,100
Mthfs,57,57,57,73,97,114
Ccdc33,23,32,28,72,115,162
Pm20d2,56,49,87,111,98,92
Cxcr4,134,143,133,19,19,19
Gm17768,67,72,63,70,86,96
Pdzd7,23,27,34,139,129,129
Klf8,70,96,64,94,109,84
Iqck,71,86,109,62,76,61
Pcdhgb1,66,62,50,82,102,74
Zbtb42,61,67,64,82,114,56
Hist2h2be,62,75,66,96,77,115
Hist1h2ab,88,163,121,51,46,60
Hist1h3b,109,149,101,40,42,53
Bcar3,42,52,69,103,129,121
Gm3604,50,55,56,91,75,84
Bbs12,82,90,91,80,70,63
Galnt2,86,65,82,70,76,59
2410141K09Rik,65,49,54,87,88,61
2900076A07Rik,73,63,68,84,72,77
Zfp981,49,48,88,91,97,77
Tmem200a,30,34,29,146,106,104
Gng8,50,74,56,61,64,57
Tpmt,59,63,87,87,71,85
Slco2b1,80,69,67,90,75,106
Plp1,89,60,73,79,72,94
Smpd5,56,63,56,106,135,80
Il4,63,67,83,82,83,95
Zfp112,67,56,53,70,110,90
Ldb3,43,43,37,150,96,89
Slc16a8,40,48,61,118,95,78
Hmcn2,36,38,40,104,116,91
Tigd5,80,78,67,110,66,89
Atp7b,55,34,36,123,119,107
Sema7a,65,68,56,73,54,87
Vwa7,29,44,35,129,149,111
Vsig10l,48,35,29,95,90,97
Gnat2,78,134,91,55,67,47
Wdr20rt,68,57,51,63,72,59
Olfm2,53,50,113,76,64,76
Slfn4,86,57,103,70,74,66
Irak3,62,55,89,83,80,64
Zfp583,55,51,76,86,109,89
Olfr784,78,41,49,70,109,80
Rad9b,68,60,62,75,96,91
Etnk2,15,20,15,143,104,105
Hypk,84,66,83,67,94,64
Cpa2,68,91,84,54,43,82
Fa2h,2,2,2,132,137,129
Tmem74b,38,50,33,109,143,132
Spin4,88,90,93,44,41,48
Mr1,34,35,26,105,85,113
Tmem81,77,65,53,65,79,76
Zfp286,62,68,58,105,85,102
2700038G22Rik,85,96,96,45,34,45
Col9a2,31,23,23,109,99,134
Phactr3,89,101,107,56,53,38
Hist1h2ba,92,56,60,83,84,60
Mturn,20,21,26,176,144,99
Agbl3,70,70,55,93,91,87
Fhdc1,26,31,38,92,94,90
Zfp78,72,68,63,86,101,94
Tgm3,31,44,28,135,83,98
Mblac1,56,77,61,83,84,71
2310034O05Rik,85,52,74,58,66,95
Kctd12,87,110,81,47,63,66
Serpini1,55,70,86,94,53,70
Trmt61b,77,69,79,66,65,62
Pcdha5,53,77,93,65,65,75
Pknox2,58,68,87,55,75,70
Panx1,53,43,61,59,100,67
Psmb9,45,55,52,83,99,98
Tmem37,104,113,155,32,34,35
Mtcp1,52,67,64,69,77,90
Plekhg3,63,68,91,70,46,42
Mageb3,53,67,48,115,82,90
Lyrm1,79,61,80,67,84,108
Fam129c,42,64,49,57,71,89
Wdr89,87,63,76,47,46,43
Gm7030,50,39,69,101,147,100
Etfbkmt,75,57,70,74,60,76
Espnl,44,37,50,78,85,114
Crispld2,40,55,42,86,87,116
Loxl3,61,68,50,72,75,56
2900011O08Rik,13,15,14,146,120,160
A830010M20Rik,58,70,48,89,69,89
Rbks,86,70,66,68,67,73
BC065397,60,79,64,57,66,63
Amigo3,109,94,81,58,59,49
Scara5,4,6,6,139,106,137
Fahd2a,40,49,57,74,109,72
Prokr2,66,86,91,43,54,85
Abca17,79,72,50,116,68,82
Opn3,63,79,71,47,64,65
3110062M04Rik,73,75,58,78,48,52
Echdc3,39,46,68,70,94,61
Pxdc1,26,18,20,96,144,138
Smr2,85,81,84,59,52,50
Matn2,43,45,49,124,74,102
Zfp524,39,68,58,79,64,73
Ptgfr,23,19,20,104,128,129
Gm5124,112,100,102,52,38,51
Zbtb3,81,53,48,58,70,71
Tmem106a,53,50,43,103,155,115
Hist1h3h,74,99,77,43,35,35
Rab3il1,51,51,56,83,66,102
Hist1h3i,115,104,81,40,38,36
Tgif2,65,69,70,68,55,61
Ccl28,54,48,33,121,84,70
Peli3,42,52,41,110,60,90
2510002D24Rik,69,89,80,62,84,51
Fam107b,78,73,72,63,68,62
Il15ra,63,83,90,56,73,55
Dock2,203,136,73,10,12,13
Slc2a4rg-ps,72,96,43,57,59,68
Arhgef37,44,61,56,78,140,112
Zfp786,49,50,60,65,71,114
Hist1h3c,95,107,73,44,41,35
Soat2,45,50,54,91,93,82
Gm5128,61,106,85,58,49,58
F630040K05Rik,24,20,34,112,97,87
Rassf6,36,30,37,111,134,122
Flywch2,54,40,64,80,91,66
Mamdc2,5,10,8,140,106,129
Anxa9,43,66,66,54,79,83
Pcdhb18,35,42,40,96,105,93
Akap5,62,68,66,67,40,81
Acy3,67,63,61,87,71,60
6430584L05Rik,27,36,33,99,105,104
1500011B03Rik,63,52,53,62,81,80
Nhej1,76,55,83,66,54,51
Fam124b,30,36,38,92,125,156
Hist1h3f,93,95,93,41,35,34
Dse,71,54,59,82,95,96
Gm7903,86,70,105,61,73,56
Stk32c,57,62,67,98,85,85
Cfap74,86,85,99,30,48,38
Tceal1,59,51,54,55,83,65
Gstm3,37,51,59,82,108,93
Trim13,53,77,44,51,73,113
Hist1h3e,92,78,130,38,32,27
C7,20,18,27,114,93,132
Tdrp,55,40,44,77,76,74
Arhgap20os,85,85,77,42,58,49
BC051226,57,55,41,60,81,79
AA986860,47,59,47,109,75,101
Ddb2,53,44,36,94,81,63
Angptl7,32,30,24,83,80,100
Hist1h4a,96,72,83,41,47,52
Gon7,86,97,70,63,54,57
Hhipl1,66,52,56,74,57,65
Ifitm10,69,60,65,55,48,60
A430046D13Rik,38,46,41,85,67,76
Ppp1r3e,36,47,48,81,72,65
Chrnb1,66,50,39,65,61,77
1700003E16Rik,54,45,54,103,62,79
Hist1h4h,85,108,70,58,47,48
Ptrh1,68,99,86,59,65,52
Serp2,66,58,65,40,61,53
P2ry6,34,21,22,121,110,114
Ggta1,13,13,19,102,126,114
Amz1,45,44,45,88,81,69
Map2k3os,75,60,60,55,49,58
Greb1,58,68,80,42,71,76
Kirrel2,19,25,19,109,96,104
Thumpd2,63,74,76,51,54,48
Gatsl3,59,49,48,53,50,68
Nfkbid,56,43,57,71,56,54
Hist2h2ac,39,24,32,88,78,82
Cfp,45,70,50,86,69,51
Susd4,51,46,49,84,66,103
Zc3h12a,81,63,68,50,71,64
Ppm1j,13,14,11,116,91,116
2500004C02Rik,52,53,65,51,68,65
Cyb5d2,28,51,59,83,70,97
Tnfrsf21,68,51,66,65,57,74
Cerkl,30,29,29,118,91,87
Hist1h4k,71,56,70,43,40,42
Gyg,54,40,34,65,63,108
9030612E09Rik,43,45,40,71,108,68
2810001G20Rik,60,60,68,56,66,82
Zcwpw1,39,36,48,50,75,66
Tmem203,52,47,55,62,44,72
Rtl1,39,49,32,100,90,105
Rab26os,65,70,50,39,62,51
Fam110b,51,49,43,86,73,86
9130221H12Rik,65,71,39,52,48,64
Klhl3,34,47,42,85,108,78
1600029O15Rik,48,39,31,82,60,78
Zfp108,62,54,53,64,77,51
Map7,16,16,20,76,79,99
Foxl1,34,41,28,68,80,92
